course_id,course_name,credits,category,prereq,notes
MUTH1090,Musicianship & Analysis 2,,GenEd_AH,,
MUTH1100,Basic Music Theory,,GenEd_AH,,
MUTH1110,Basic Music Theory 2,,GenEd_AH,,
MUTH1200,Mus.& Analysis Keyboard Lab,,GenEd_AH,,
MUTH2010,Music Theory 3,,GenEd_AH,,
MUTH2020,Music Theory 4,,GenEd_AH,,
MUTH2030,Aural Skills 3,,GenEd_AH,,
MUTH2040,Aural Skills 4,,GenEd_AH,,
MUTH2070,Aural Skills 3 - Supplement,,GenEd_AH,,
MUTH2080,Musicianship & Analysis 3,,GenEd_AH,,
MUTH2090,Musicianship & Analysis 4,,GenEd_AH,,
MUTH3001,Songwriting,,GenEd_AH,,
MUTH3080,Instrumental Solfege,,GenEd_AH,,
MUTH3350,Arranging,,GenEd_AH,,
MUTH3360,Vocal Arranging,,GenEd_AH,,
MUTH4030,Contemporary Tech,,GenEd_AH,,
MUTH4070,Electronic Music,,GenEd_AH,,
MUTH4950,Dir St: Music Theory,,GenEd_AH,,
MUTH5950,Grad Dir St: Music Theory,,GenEd_AH,,
MUTH6100,Structure,,GenEd_AH,,
PHIL2010,Intro to Philosophy,,GenEd_AH,,
PHIL2020,Intro Logic & Crit Reas,,GenEd_AH,,
PHIL2030,Introduction to Ethics,,GenEd_AH,,
PHIL2060,Intro to Political Philosophy,,GenEd_AH,,
PHIL2200,Philos & Christianity,,GenEd_AH,,
PHIL2250,Introduction to Islam,,GenEd_AH,,
PHIL2960,Intro to World Religions,,GenEd_AH,,
PHIL3010,Ways of Knowing,,GenEd_AH,,
PHIL3040,God and Philosophy,,GenEd_AH,,
PHIL3050,Language Signs & Symbols,,GenEd_AH,,
PHIL3060,Feminist Theory Politics,,GenEd_AH,,
PHIL3080,Philosophy of Race and Gender,,GenEd_AH,,
PHIL3100,Phil of Creative Imagination,,GenEd_AH,,
PHIL3101,Philosophy of Humor and Comedy,,GenEd_AH,,
PHIL3110,Philosophy & Literature,,GenEd_AH,,
PHIL3130,American Philosophy,,GenEd_AH,,
PHIL3140,Phil of the Gothic Imagination,,GenEd_AH,,
PHIL3141,Dante's Way from Fear to Peace,,GenEd_AH,,
PHIL3150,Philosophical Topics,,GenEd_AH,,
PHIL3160,Philosophy & Film,,GenEd_AH,,
PHIL3210,Theories of Ethics,,GenEd_AH,,
PHIL3230,Phil Classics: Nietzsche,,GenEd_AH,,
PHIL3270,Environmental Philosophy,,GenEd_AH,,
PHIL3300,Phil of Symbolic Logic,,GenEd_AH,,
PHIL3310,Philosophy of the Mind,,GenEd_AH,,
PHIL3340,Engineering and Ethics,,GenEd_AH,,
PHIL3350,Ethical Issues in Technology,,GenEd_AH,,
PHIL3360,Early Modern Philosophy,,GenEd_AH,,
PHIL3370,Science & Meaning of Nature,,GenEd_AH,,
PHIL3390,Poetry and Phil. After Plato,,GenEd_AH,,
PHIL3400,Mysticism: East and West,,GenEd_AH,,
PHIL3420,Critical Theory & Society,,GenEd_AH,,
PHIL3440,The Idea of Nature,,GenEd_AH,,
